rental_year,rental_month,film_id,title,category_id,category_name,total_rentals,total_revenue,avg_rental_duration,replacement_cost,actor_count,rental_country,rental_city
2005,7,177,CONNECTICUT TRAMP,14,Sci-Fi,1,5.99,5,20.99,7,Canada,Richmond Hill
2005,7,8,AIRPORT POLLOCK,11,Horror,1,4.99,2,15.99,4,Yemen,Sanaa
2005,7,374,GRAFFITI LOVE,14,Sci-Fi,1,0.99,1,29.99,6,India,Pudukkottai
2005,7,370,GORGEOUS BINGO,3,Children,1,2.99,4,26.99,7,Russian Federation,Korolev
2005,7,448,IDAHO LOVE,13,New,1,2.99,2,25.99,6,Ukraine,Kamjanets-Podilskyi
2005,7,821,SORORITY QUEEN,9,Foreign,1,0.99,1,17.99,4,India,Firozabad
2005,7,721,REDS POCUS,12,Music,1,4.99,5,23.99,5,Ukraine,Šostka
2005,7,544,MADISON TRAP,6,Documentary,1,2.99,3,11.99,5,Turkey,Usak
2005,7,605,MULHOLLAND BEAST,9,Foreign,1,2.99,4,13.99,6,Egypt,Qalyub
2005,7,361,GLEAMING JAWBREAKER,15,Sports,1,4.99,7,25.99,8,Yemen,Aden
2005,7,494,KARATE MOON,11,Horror,1,2.99,6,21.99,8,India,Adoni
2005,7,689,POLLOCK DELIVERANCE,9,Foreign,1,6.99,9,14.99,6,Pakistan,Okara
2005,7,489,JUGGLER HARDLY,2,Animation,1,2.99,6,14.99,9,Colombia,Sogamoso
2005,7,555,MALLRATS UNITED,5,Comedy,1,0.99,2,25.99,5,Peru,Lima
2005,7,546,MADRE GABLES,10,Games,1,4.99,9,27.99,4,Bahrain,al-Manama
2005,7,816,SNOWMAN ROLLERCOASTER,2,Animation,1,1.99,4,27.99,3,China,Shenzhen
2005,7,639,OPPOSITE NECKLACE,8,Family,1,5.99,8,9.99,6,Nigeria,Zaria
2005,7,583,MISSION ZOOLANDER,2,Animation,1,7.99,6,26.99,5,India,Bhavnagar
2005,7,835,SPY MILE,10,Games,1,2.99,3,13.99,8,South Africa,Paarl
2005,7,479,JEDI BENEATH,8,Family,1,0.99,4,12.99,4,Malawi,Lilongwe
2005,7,820,SONS INTERVIEW,2,Animation,1,2.99,3,11.99,6,Latvia,Liepaja
2005,7,893,TITANS JERK,14,Sci-Fi,1,6.99,6,11.99,7,South Africa,Botshabelo
2005,7,139,CHASING FIGHT,8,Family,1,6.99,9,21.99,5,Indonesia,Purwakarta
2005,7,972,WHISPERER GIANT,14,Sci-Fi,1,7.99,7,24.99,3,Brazil,Rio Claro
2005,7,146,CHITTY LOCK,7,Drama,1,2.99,1,24.99,13,South Korea,Uijongbu
2005,7,758,SAINTS BRIDE,7,Drama,1,2.99,4,11.99,10,Holy See (Vatican City State),Città del Vaticano
2005,7,341,FROST HEAD,4,Classics,1,0.99,1,13.99,7,Angola,Namibe
2005,7,114,CAMELOT VACATION,14,Sci-Fi,1,2.99,5,26.99,2,China,Xi´angfan
2005,7,518,LIAISONS SWEET,16,Travel,1,7.99,8,15.99,6,Turkey,Batman
2005,7,550,MAGUIRE APACHE,8,Family,1,3.99,7,22.99,4,Ecuador,Loja
2005,7,590,MONEY HAROLD,13,New,1,7.99,8,17.99,7,United States,Laredo
2005,7,891,TIMBERLAND SKY,4,Classics,1,3.99,6,13.99,4,Indonesia,Tegal
2005,7,863,SUN CONFESSIONS,14,Sci-Fi,1,2.99,7,9.99,5,Romania,Botosani
2005,7,285,ENGLISH BULWORTH,14,Sci-Fi,1,2.99,5,18.99,5,Russian Federation,Kolpino
2005,7,312,FIDDLER LOST,14,Sci-Fi,1,4.99,2,20.99,11,Mexico,Monclova
2005,7,443,HURRICANE AFFAIR,5,Comedy,1,2.99,6,11.99,3,Pakistan,Mardan
2005,7,320,FLAMINGOS CONNECTICUT,13,New,1,4.99,4,28.99,9,Mexico,San Felipe del Progreso
2005,7,105,BULL SHAWSHANK,1,Action,1,0.99,2,21.99,8,Brazil,Angra dos Reis
2005,7,716,REAP UNFAITHFUL,11,Horror,1,2.99,3,26.99,4,India,Kanchrapara
2005,7,137,CHARADE DUFFEL,14,Sci-Fi,1,6.99,7,21.99,3,Saudi Arabia,al-Qatif
2005,7,660,PARTY KNOCK,5,Comedy,1,2.99,2,11.99,2,Mexico,Atlixco
2005,7,938,VELVET TERMINATOR,5,Comedy,1,4.99,2,14.99,9,Mexico,Uruapan
2005,7,152,CIRCUS YOUTH,3,Children,1,2.99,3,13.99,2,Ukraine,Kamjanets-Podilskyi
2005,7,898,TOURIST PELICAN,15,Sports,1,6.99,6,18.99,3,Japan,Matsue
2005,7,521,LIES TREATMENT,7,Drama,1,4.99,6,28.99,7,India,Rampur
2005,7,923,UNFAITHFUL KILL,7,Drama,1,2.99,1,12.99,8,Peru,Huánuco
2005,7,857,STRICTLY SCARFACE,5,Comedy,1,2.99,1,24.99,4,United Kingdom,Stockport
2005,7,209,DARKNESS WAR,7,Drama,1,2.99,4,24.99,2,Russian Federation,Atšinsk
2005,7,465,INTERVIEW LIAISONS,13,New,1,6.99,6,17.99,5,Pakistan,Mardan
2005,7,255,DRIVING POLISH,12,Music,1,6.99,8,21.99,7,South Africa,Boksburg
2005,7,854,STRANGERS GRAFFITI,11,Horror,1,4.99,2,22.99,5,India,Chandrapur
2005,7,501,KISSING DOLLS,1,Action,1,8.99,7,9.99,3,United Arab Emirates,Sharja
2005,7,275,EGYPT TENENBAUMS,11,Horror,1,6.99,9,11.99,5,Mexico,Cuauhtémoc
2005,7,681,PIRATES ROXANNE,15,Sports,1,0.99,4,20.99,1,Japan,Iwaki
2005,7,525,LOATHING LEGALLY,4,Classics,1,0.99,3,29.99,5,India,Nagaon
2005,7,657,PARADISE SABRINA,5,Comedy,1,5.99,8,12.99,4,Vietnam,Nam Dinh
2005,7,786,SHEPHERD MIDSUMMER,3,Children,1,0.99,6,14.99,5,Azerbaijan,Baku
2005,7,397,HANKY OCTOBER,14,Sci-Fi,1,5.99,8,26.99,3,Nigeria,Benin City
2005,7,876,TARZAN VIDEOTAPE,11,Horror,1,6.99,7,11.99,3,Brazil,Goiânia
2005,7,483,JERICHO MULAN,10,Games,1,7.99,8,29.99,4,Poland,Wroclaw
2005,7,277,ELEPHANT TROJAN,11,Horror,1,6.99,6,24.99,5,Saudi Arabia,Jedda
2005,7,882,TENENBAUMS COMMAND,7,Drama,1,0.99,2,24.99,5,Italy,Alessandria
2005,7,183,CONVERSATION DOWNHILL,8,Family,1,4.99,2,14.99,3,Philippines,Tanza
2005,7,973,WIFE TURN,6,Documentary,1,5.99,4,27.99,6,India,Jaipur
2005,7,730,RIDGEMONT SUBMARINE,13,New,1,3.99,6,28.99,5,France,Brest
2005,7,645,OTHERS SOUP,16,Travel,1,2.99,4,18.99,4,Mexico,Matamoros
2005,7,463,INSTINCT AIRPORT,15,Sports,1,2.99,2,21.99,11,Estonia,Tartu
2005,7,239,DOGMA FAMILY,2,Animation,1,4.99,2,16.99,7,United States,Clarksville
2005,7,7,AIRPLANE SIERRA,5,Comedy,1,4.99,1,28.99,5,China,Zalantun
2005,7,710,RAGE GAMES,8,Family,1,8.99,8,18.99,7,Slovakia,Bratislava
2005,7,698,PRINCESS GIANT,6,Documentary,1,2.99,1,29.99,5,South Korea,Kimchon
2005,7,578,MILLION ACE,4,Classics,1,8.99,8,16.99,5,Sweden,Malmö
2005,7,687,POCUS PULP,6,Documentary,1,0.99,2,15.99,5,Ecuador,Portoviejo
2005,7,956,WANDA CHAMBER,10,Games,1,4.99,1,23.99,7,Philippines,Talavera
2005,7,926,UNTOUCHABLES SUNRISE,6,Documentary,1,2.99,2,11.99,5,South Africa,Johannesburg
2005,7,377,GREASE YOUTH,8,Family,1,0.99,4,20.99,3,Canada,Halifax
2005,7,305,FATAL HAUNTED,13,New,1,2.99,4,24.99,6,Yugoslavia,Kragujevac
2005,7,914,TROUBLE DATE,16,Travel,1,2.99,6,13.99,8,China,Yinchuan
2005,7,601,MOULIN WAKE,16,Travel,1,4.99,8,20.99,3,Algeria,Béchar
2005,7,852,STRANGELOVE DESIRE,3,Children,1,0.99,2,27.99,9,Myanmar,Monywa
2005,7,897,TORQUE BOUND,7,Drama,1,4.99,2,27.99,5,China,Yuzhou
2005,7,281,ENCINO ELF,10,Games,1,1.99,7,9.99,6,China,Korla
2005,7,772,SEA VIRGIN,7,Drama,1,5.99,7,24.99,8,United States,Peoria
2005,7,707,QUEST MUSSOLINI,1,Action,1,3.99,6,29.99,5,Japan,Izumisano
2005,7,185,COWBOY DOOM,9,Foreign,1,2.99,2,10.99,5,Philippines,Tanza
2005,7,911,TRIP NEWTON,1,Action,2,10.98,5.5,14.99,4,Iraq,Mosul
2005,7,338,FRISCO FORREST,14,Sci-Fi,1,7.99,9,23.99,9,Japan,Onomichi
2005,7,109,BUTTERFLY CHOCOLAT,13,New,1,6.99,9,17.99,7,India,Balurghat
2005,7,878,TEEN APOLLO,16,Travel,1,7.99,6,25.99,5,Paraguay,San Lorenzo
2005,7,693,POTTER CONNECTICUT,2,Animation,1,5.99,8,16.99,7,Vietnam,Nam Dinh
2005,7,234,DISTURBING SCARFACE,14,Sci-Fi,1,2.99,2,27.99,4,Nigeria,Zaria
2005,7,673,PERSONAL LADYBUGS,12,Music,1,2.99,5,19.99,9,United States,Aurora
2005,7,388,GUNFIGHT MOON,5,Comedy,1,0.99,5,16.99,4,Philippines,Tanauan
2005,7,473,JACKET FRISCO,7,Drama,1,4.99,7,16.99,10,Saudi Arabia,al-Qatif
2005,7,652,PAJAMA JAWBREAKER,4,Classics,1,0.99,3,14.99,5,China,Korla
2005,7,897,TORQUE BOUND,7,Drama,1,7.99,6,27.99,5,Russian Federation,Balašiha
2005,7,132,CHAINSAW UPTOWN,14,Sci-Fi,1,0.99,1,25.99,2,Brazil,Vitória de Santo Antão
2005,7,415,HIGH ENCINO,11,Horror,1,7.99,8,23.99,7,United States,Cape Coral
2005,7,914,TROUBLE DATE,16,Travel,1,2.99,3,13.99,8,India,Ambattur
2005,7,445,HYDE DOCTOR,4,Classics,1,2.99,1,11.99,6,Mexico,San Juan Bautista Tuxtepec
2005,7,818,SOMETHING DUCK,7,Drama,1,4.99,1,17.99,3,Egypt,Idfu
2005,7,97,BRIDE INTRIGUE,1,Action,1,0.99,2,24.99,1,China,Suihua
2005,7,582,MIRACLE VIRTUAL,2,Animation,1,2.99,3,19.99,1,Philippines,Cavite
2005,7,895,TOMORROW HUSTLER,4,Classics,1,2.99,3,21.99,6,India,Valparai
2005,7,298,EYES DRIVING,14,Sci-Fi,1,2.99,3,13.99,5,Russian Federation,Maikop
2005,7,142,CHICKEN HELLFIGHTERS,6,Documentary,1,3.99,6,24.99,2,Ukraine,Kamjanets-Podilskyi
2005,7,994,WYOMING STORM,13,New,1,5.99,7,29.99,6,Indonesia,Pangkal Pinang
2005,7,462,INSIDER ARIZONA,12,Music,1,2.99,1,17.99,9,Romania,Bucuresti
2005,7,202,DADDY PITTSBURGH,5,Comedy,1,4.99,4,26.99,5,United States,Sterling Heights
2005,7,223,DESIRE ALIEN,2,Animation,1,2.99,1,24.99,7,China,Datong
2005,7,606,MUMMY CREATURES,15,Sports,1,5.99,8,15.99,13,Cameroon,Bamenda
2005,7,855,STREAK RIDGEMONT,6,Documentary,1,0.99,6,28.99,3,Egypt,Shubra al-Khayma
2005,7,299,FACTORY DRAGON,16,Travel,1,3.99,7,9.99,6,Russian Federation,Kolpino
2005,7,377,GREASE YOUTH,8,Family,1,0.99,2,20.99,3,China,Baicheng
2005,7,572,METROPOLIS COMA,14,Sci-Fi,1,4.99,6,9.99,6,Japan,Otsu
2005,7,211,DARLING BREAKING,10,Games,1,5.99,8,20.99,2,China,Jinchang
2005,7,605,MULHOLLAND BEAST,9,Foreign,1,2.99,5,13.99,6,Japan,Iwatsuki
2005,7,272,EDGE KISSING,7,Drama,1,8.99,9,9.99,3,South Africa,Johannesburg
2005,7,864,SUNDANCE INVASION,3,Children,1,3.99,8,21.99,7,Brazil,Juazeiro do Norte
2005,7,369,GOODFELLAS SALUTE,14,Sci-Fi,1,7.99,7,22.99,8,Japan,Iwakuni
2005,7,524,LION UNCUT,5,Comedy,1,1.99,7,13.99,3,South Africa,Soshanguve
2005,7,518,LIAISONS SWEET,16,Travel,1,8.99,9,15.99,6,Japan,Higashiosaka
2005,7,783,SHANE DARKNESS,16,Travel,1,2.99,4,22.99,3,Germany,Erlangen
2005,7,403,HARRY IDAHO,7,Drama,1,4.99,2,18.99,6,India,Valparai
2005,7,114,CAMELOT VACATION,14,Sci-Fi,1,0.99,1,26.99,2,Japan,Urawa
2005,7,676,PHILADELPHIA WIFE,15,Sports,1,4.99,7,16.99,2,India,Rae Bareli
2005,7,944,VIRGIN DAISY,7,Drama,2,12.98,6,29.99,8,Vietnam,Cam Ranh
2005,7,886,THEORY MERMAID,2,Animation,1,0.99,5,9.99,6,Argentina,Escobar
2005,7,694,PREJUDICE OLEANDER,4,Classics,1,4.99,5,15.99,10,Brazil,Santa Bárbara d´Oeste
2005,7,4,AFFAIR PREJUDICE,11,Horror,1,5.99,8,26.99,5,Sweden,Malmö
2005,7,347,GAMES BOWFINGER,16,Travel,1,7.99,10,17.99,8,Brazil,Aparecida de Goiânia
2005,7,625,NONE SPIKING,14,Sci-Fi,1,2.99,5,18.99,6,India,Ambattur
2005,7,403,HARRY IDAHO,7,Drama,1,6.99,7,18.99,6,Turkey,Eskisehir
2005,7,253,DRIFTER COMMANDMENTS,1,Action,1,4.99,2,18.99,7,Colombia,Buenaventura
2005,7,153,CITIZEN SHREK,14,Sci-Fi,1,3.99,10,18.99,8,Brazil,Águas Lindas de Goiás
2005,7,704,PURE RUNNER,5,Comedy,1,6.99,7,25.99,2,Algeria,Skikda
2005,7,542,LUST LOCK,1,Action,2,15.98,8,28.99,7,Mexico,Coatzacoalcos
2005,7,580,MINE TITANS,13,New,1,4.99,1,12.99,2,United States,Brockton
2005,7,142,CHICKEN HELLFIGHTERS,6,Documentary,1,0.99,1,24.99,2,United Kingdom,London
2005,7,988,WORKER TARZAN,16,Travel,1,2.99,4,26.99,9,Russian Federation,Serpuhov
2005,7,361,GLEAMING JAWBREAKER,15,Sports,1,2.99,5,25.99,8,Taiwan,Lungtan
2005,7,676,PHILADELPHIA WIFE,15,Sports,1,4.99,5,16.99,2,South Africa,Paarl
2005,7,638,OPERATION OPERATION,5,Comedy,1,2.99,3,23.99,3,United States,Garland
2005,7,926,UNTOUCHABLES SUNRISE,6,Documentary,1,2.99,2,11.99,5,India,Ranchi
2005,7,906,TRAMP OTHERS,5,Comedy,1,5.99,9,27.99,6,Tonga,Nuku´alofa
2005,7,901,TRACY CIDER,2,Animation,1,6.99,9,29.99,3,Russian Federation,Ljubertsy
2005,7,993,WRONG BEHAVIOR,3,Children,1,2.99,3,10.99,9,Turkey,Tokat
2005,7,869,SUSPECTS QUILLS,1,Action,1,4.99,6,22.99,8,Turkey,Balikesir
2005,7,320,FLAMINGOS CONNECTICUT,13,New,1,4.99,4,28.99,9,Slovakia,Bratislava
2005,7,803,SLACKER LIAISONS,7,Drama,1,4.99,2,29.99,NULL,China,Weifang
2005,7,242,DOOM DANCING,5,Comedy,1,0.99,2,13.99,8,United Kingdom,London
2005,7,309,FEUD FROGMEN,8,Family,1,3.99,9,29.99,4,South Korea,Kimchon
2005,7,936,VANISHING ROCKY,12,Music,1,4.99,5,21.99,5,Czech Republic,Olomouc
2005,7,162,CLUELESS BUCKET,1,Action,1,2.99,4,13.99,8,China,Daxian
2005,7,233,DISCIPLE MOTHER,16,Travel,1,0.99,2,17.99,7,Mexico,Nezahualcóyotl
2005,7,59,BEAR GRACELAND,3,Children,1,4.99,6,20.99,3,Philippines,Lapu-Lapu
2005,7,421,HOLIDAY GAMES,9,Foreign,1,4.99,7,10.99,6,New Zealand,Hamilton
2005,7,398,HANOVER GALAXY,12,Music,1,4.99,2,21.99,7,Philippines,Mandaluyong
2005,7,875,TALENTED HOMICIDE,15,Sports,1,0.99,4,9.99,5,United States,Grand Prairie
2005,7,696,PRIDE ALAMO,2,Animation,1,0.99,3,20.99,4,South Africa,Soshanguve
2005,7,115,CAMPUS REMEMBER,1,Action,2,10.98,7.5,27.99,3,India,Tambaram
2005,7,741,ROMAN PUNK,12,Music,1,0.99,6,28.99,2,Turkey,Batman
2005,7,567,MEET CHOCOLATE,9,Foreign,1,4.99,5,26.99,6,Vietnam,Hanoi
2005,7,708,QUILLS BULL,6,Documentary,1,6.99,6,19.99,4,India,Rampur
2005,7,930,VACATION BOONDOCK,14,Sci-Fi,1,4.99,6,23.99,6,Mexico,Acuña
2005,7,109,BUTTERFLY CHOCOLAT,13,New,2,3.98,4,17.99,7,China,Ezhou
2005,7,397,HANKY OCTOBER,14,Sci-Fi,1,6.99,9,26.99,3,Algeria,Béchar
2005,7,138,CHARIOTS CONSPIRACY,14,Sci-Fi,1,2.99,4,29.99,2,United States,Garden Grove
2005,7,376,GRAPES FURY,9,Foreign,1,0.99,3,20.99,5,China,Huai´an
2005,7,767,SCALAWAG DUCK,12,Music,1,6.99,8,13.99,5,Italy,Udine
2005,7,490,JUMANJI BLADE,13,New,1,3.99,5,13.99,6,India,Karnal
2005,7,672,PERFECT GROOVE,5,Comedy,1,2.99,4,17.99,6,Brazil,Araçatuba
2005,7,379,GREEDY ROOTS,7,Drama,1,0.99,4,14.99,8,Japan,Higashiosaka
2005,7,963,WATCH TRACY,2,Animation,1,0.99,5,12.99,5,India,Bijapur
2005,7,833,SPLENDOR PATTON,3,Children,1,0.99,3,20.99,10,Turkey,Tarsus
2005,7,563,MASSACRE USUAL,10,Games,1,7.99,9,16.99,3,Spain,A Coruña (La Coruña)
2005,7,672,PERFECT GROOVE,5,Comedy,1,2.99,7,17.99,6,Japan,Higashiosaka
2005,7,523,LIGHTS DEER,4,Classics,1,1.99,8,21.99,2,Turkey,Eskisehir
2005,7,529,LONELY ELEPHANT,5,Comedy,1,2.99,2,12.99,12,India,Tambaram
2005,7,308,FERRIS MOTHER,5,Comedy,1,5.99,6,13.99,1,India,Patiala
2005,7,442,HUNTING MUSKETEERS,8,Family,1,2.99,5,24.99,5,Mexico,Valle de Santiago
2005,7,724,REMEMBER DIARY,8,Family,1,5.99,8,15.99,4,South Korea,Tonghae
2005,7,312,FIDDLER LOST,14,Sci-Fi,1,4.99,1,20.99,11,France,Toulouse
2005,7,564,MASSAGE IMAGE,2,Animation,1,3.99,5,11.99,9,Sweden,Malmö
2005,7,228,DETECTIVE VISION,4,Classics,1,0.99,2,16.99,3,India,Shimoga
2005,7,263,DURHAM PANKY,15,Sports,1,4.99,3,14.99,9,United States,Cape Coral
2005,7,868,SUPERFLY TRIP,16,Travel,1,2.99,7,27.99,7,Slovakia,Bratislava
2005,7,970,WESTWARD SEABISCUIT,4,Classics,1,2.99,9,11.99,6,Ethiopia,Addis Abeba
2005,7,169,COMFORTS RUSH,16,Travel,1,9.99,10,19.99,5,United States,Clarksville
2005,7,437,HOUSE DYNAMITE,8,Family,1,3.99,8,13.99,9,Russian Federation,Tšeboksary
2005,7,845,STEPMOM DREAM,9,Foreign,1,4.99,2,9.99,4,United States,Aurora
2005,7,250,DRAGON SQUAD,1,Action,1,4.99,8,26.99,8,Argentina,Avellaneda
2005,7,948,VOICE PEACH,13,New,1,2.99,8,22.99,3,Turkey,Kütahya
2005,7,832,SPLASH GUMP,8,Family,1,0.99,5,16.99,10,Tanzania,Zanzibar
2005,7,972,WHISPERER GIANT,14,Sci-Fi,1,6.99,6,24.99,3,Germany,Halle/Saale
2005,7,177,CONNECTICUT TRAMP,14,Sci-Fi,1,7.99,7,20.99,7,India,Siliguri (Shiliguri)
2005,7,908,TRAP GUYS,9,Foreign,1,9.99,8,11.99,7,Mexico,Atlixco
2005,7,236,DIVINE RESURRECTION,10,Games,1,2.99,2,19.99,5,United States,Greensboro
2005,7,667,PEACH INNOCENT,15,Sports,1,6.99,7,20.99,5,Nigeria,Ife
2005,7,681,PIRATES ROXANNE,15,Sports,1,1.99,5,20.99,1,Iran,Shahr-e Kord
2005,7,805,SLEEPLESS MONSOON,2,Animation,1,4.99,2,12.99,4,Russian Federation,Kursk
2005,7,971,WHALE BIKINI,9,Foreign,1,6.99,6,11.99,5,Brazil,Blumenau
2005,7,978,WISDOM WORKER,5,Comedy,1,1.99,4,12.99,7,United States,Akron
2005,7,166,COLOR PHILADELPHIA,4,Classics,1,5.99,9,19.99,7,Mozambique,Beira
2005,7,199,CUPBOARD SINNERS,6,Documentary,1,6.99,8,29.99,8,Brazil,Guarujá
2005,7,667,PEACH INNOCENT,15,Sports,1,9.99,10,20.99,5,Argentina,Almirante Brown
2005,7,545,MADNESS ATTACKS,9,Foreign,1,0.99,2,14.99,7,China,Xinxiang
2005,7,111,CADDYSHACK JEDI,1,Action,1,7.99,10,17.99,7,China,Baiyin
2005,7,951,VOYAGE LEGALLY,4,Classics,1,2.99,8,28.99,5,Ukraine,Sumy
2005,7,28,ANTHEM LUKE,5,Comedy,1,8.99,9,16.99,2,Brazil,Boa Vista
2005,7,39,ARMAGEDDON LOST,14,Sci-Fi,1,0.99,3,10.99,7,Thailand,Nakhon Sawan
2005,7,760,SAMURAI LION,13,New,1,5.99,8,21.99,2,Indonesia,Tegal
2005,7,216,DAY UNFAITHFUL,13,New,1,9.99,8,16.99,5,Spain,Donostia-San Sebastián
2005,7,299,FACTORY DRAGON,16,Travel,1,5.99,9,9.99,6,Saudi Arabia,Abha
2005,7,323,FLIGHT LIES,15,Sports,1,5.99,8,22.99,NULL,Israel,Ashdod
2005,7,427,HOMEWARD CIDER,6,Documentary,1,0.99,5,19.99,7,United States,Garland
2005,7,822,SOUP WISDOM,8,Family,1,0.99,1,12.99,2,Peru,Lima
2005,7,991,WORST BANGER,1,Action,1,2.99,0,26.99,4,Japan,Matsue
2005,7,91,BOUND CHEAPER,4,Classics,1,0.99,5,17.99,2,China,Fuyu
2005,7,759,SALUTE APOLLO,13,New,1,2.99,1,29.99,4,"Virgin Islands, U.S.",Charlotte Amalie
2005,7,464,INTENTIONS EMPIRE,2,Animation,1,2.99,1,13.99,2,United States,Salinas
2005,7,545,MADNESS ATTACKS,9,Foreign,1,0.99,2,14.99,7,Philippines,Talavera
2005,7,282,ENCOUNTERS CURTAIN,7,Drama,1,0.99,3,20.99,4,Puerto Rico,Arecibo
2005,7,199,CUPBOARD SINNERS,6,Documentary,1,2.99,4,29.99,8,Switzerland,Bern
2005,7,479,JEDI BENEATH,8,Family,1,0.99,6,12.99,4,China,Jinchang
2005,7,127,CAT CONEHEADS,5,Comedy,1,4.99,5,14.99,4,Japan,Tama
2005,7,793,SHRUNK DIVINE,1,Action,1,2.99,2,14.99,4,Indonesia,Lhokseumawe
2005,7,861,SUIT WALLS,10,Games,1,7.99,6,12.99,5,Mexico,Coatzacoalcos
2005,7,585,MOB DUFFEL,7,Drama,1,1.99,5,25.99,6,Russian Federation,Ljubertsy
2005,7,961,WASH HEAVENLY,9,Foreign,1,6.99,9,22.99,5,India,Gandhinagar
2005,7,526,LOCK REAR,16,Travel,1,2.99,1,10.99,2,India,Jhansi
2005,7,226,DESTINY SATURDAY,13,New,1,4.99,4,20.99,7,Anguilla,South Hill
2005,7,22,AMISTAD MIDSUMMER,13,New,1,2.99,2,10.99,4,Philippines,Cavite
2005,7,551,MAIDEN HOME,13,New,1,4.99,2,9.99,8,China,Pingxiang
2005,7,877,TAXI KICK,12,Music,1,0.99,4,23.99,6,India,Uluberia
2005,7,928,UPTOWN YOUNG,3,Children,1,2.99,4,16.99,7,Nigeria,Ogbomosho
2005,7,57,BASIC EASY,16,Travel,1,6.99,8,18.99,6,"Congo, The Democratic Republic of the",Lubumbashi
2005,7,651,PACKER MADIGAN,2,Animation,1,0.99,2,20.99,1,China,Daxian
2005,7,616,NATIONAL STORY,6,Documentary,1,2.99,4,19.99,7,China,Hohhot
2005,7,877,TAXI KICK,12,Music,1,0.99,3,23.99,6,Lithuania,Vilnius
2005,7,525,LOATHING LEGALLY,4,Classics,1,1.99,5,29.99,5,Philippines,Cabuyao
2005,7,391,HALF OUTFIELD,8,Family,1,3.99,7,25.99,6,India,Pune
2005,7,989,WORKING MICROCOSMOS,16,Travel,1,7.99,7,22.99,5,Mexico,Allende
2005,7,644,OSCAR GOLD,2,Animation,1,2.99,1,29.99,6,Japan,Izumisano
2005,7,681,PIRATES ROXANNE,15,Sports,1,4.99,8,20.99,1,Yemen,Sanaa
2005,7,445,HYDE DOCTOR,4,Classics,1,5.99,8,11.99,6,Greenland,Nuuk
2005,7,739,ROCKY WAR,7,Drama,1,4.99,2,17.99,3,Colombia,Buenaventura
2005,7,448,IDAHO LOVE,13,New,1,7.99,8,25.99,6,United States,Rockford
2005,7,995,YENTL IDAHO,11,Horror,1,7.99,8,11.99,1,Italy,Livorno
2005,7,838,STAGECOACH ARMAGEDDON,1,Action,1,4.99,4,25.99,6,Japan,Urawa
2005,7,366,GOLDFINGER SENSIBILITY,7,Drama,1,0.99,3,29.99,4,Japan,Iwaki
2005,7,487,JINGLE SAGEBRUSH,4,Classics,1,4.99,1,29.99,2,Russian Federation,Atšinsk
2005,7,827,SPICE SORORITY,7,Drama,1,4.99,3,22.99,11,Brazil,Luziânia
2005,7,116,CANDIDATE PERDITION,4,Classics,1,6.99,8,10.99,4,China,Jining
2005,7,69,BEVERLY OUTLAW,14,Sci-Fi,1,3.99,4,21.99,4,French Polynesia,Faaa
2005,7,443,HURRICANE AFFAIR,5,Comedy,1,2.99,5,11.99,3,Brazil,Rio Claro
2005,7,218,DECEIVER BETRAYED,7,Drama,1,0.99,0,22.99,4,India,Munger (Monghyr)
2005,7,175,CONFUSED CANDLES,8,Family,1,4.99,5,27.99,6,United States,Memphis
2005,7,568,MEMENTO ZOOLANDER,5,Comedy,1,4.99,3,11.99,6,Turkey,Denizli
2005,7,568,MEMENTO ZOOLANDER,5,Comedy,1,9.99,9,11.99,6,Poland,Wroclaw
2005,7,676,PHILADELPHIA WIFE,15,Sports,1,4.99,5,16.99,2,Italy,Brescia
2005,7,522,LIFE TWISTED,5,Comedy,1,6.99,8,9.99,8,Poland,Jastrzebie-Zdrój
2005,7,898,TOURIST PELICAN,15,Sports,1,4.99,2,18.99,3,Liechtenstein,Vaduz
2005,7,234,DISTURBING SCARFACE,14,Sci-Fi,1,2.99,0,27.99,4,Philippines,Mandaluyong
2005,7,891,TIMBERLAND SKY,4,Classics,1,2.99,5,13.99,4,United Kingdom,Southport
2005,7,271,EASY GLADIATOR,1,Action,1,6.99,7,12.99,3,Mexico,San Felipe del Progreso
2005,7,873,SWEETHEARTS SUSPECTS,3,Children,1,0.99,2,13.99,5,Taiwan,Changhwa
2005,7,871,SWEDEN SHINING,5,Comedy,1,5.99,7,19.99,5,Nigeria,Ogbomosho
2005,7,865,SUNRISE LEAGUE,2,Animation,1,9.99,8,19.99,5,China,Pingxiang
2005,7,395,HANDICAP BOONDOCK,1,Action,1,1.99,5,28.99,7,India,Palghat (Palakkad)
2005,7,486,JET NEIGHBORS,9,Foreign,1,4.99,7,14.99,6,Philippines,Tarlac
2005,7,615,NASH CHOCOLAT,2,Animation,1,5.99,9,21.99,7,Netherlands,Amersfoort
2005,7,103,BUCKET BROTHERHOOD,16,Travel,1,4.99,5,27.99,6,Bahrain,al-Manama
2005,7,4,AFFAIR PREJUDICE,11,Horror,1,2.99,4,26.99,5,Netherlands,´s-Hertogenbosch
2005,7,249,DRACULA CRYSTAL,4,Classics,1,1.99,8,26.99,13,Liechtenstein,Vaduz
2005,7,532,LOSER HUSTLER,15,Sports,1,4.99,2,28.99,5,South Africa,Kimberley
2005,7,776,SECRET GROUNDHOG,6,Documentary,1,6.99,8,11.99,3,Taiwan,Touliu
